year,category,nominationId,nomineeNames,nomineeIds,nominatorNames,nominatorIds,showUrl,listUrl
1934,chemistry,534,Max Bodenstein | Otto Ruff,1106 | 7958,Ludwig Plate,7285,https://www.nobelprize.org/nomination/archive/show.php?id=534&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,1121,Otto Ruff,7958,Andreas von Antropoff,9708,https://www.nobelprize.org/nomination/archive/show.php?id=1121&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,1042,Walter Noddack | Karl-Friedrich Bonhoeffer | Arnold Eucken,6732 | 1150 | 2849,Andreas von Antropoff,9708,https://www.nobelprize.org/nomination/archive/show.php?id=1042&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,1312,Adolf Butenandt | Fritz Kögl,1487 | 5118,Richard Willstätter,10210,https://www.nobelprize.org/nomination/archive/show.php?id=1312&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,1687,Petrus Debye,2325,Fritz Weigert,10050,https://www.nobelprize.org/nomination/archive/show.php?id=1687&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,2065,Otto Diels,2432,Richard Anschütz,454,https://www.nobelprize.org/nomination/archive/show.php?id=2065&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,2402,Otto Diels,2432,Adolf Windaus,10241,https://www.nobelprize.org/nomination/archive/show.php?id=2402&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,2737,Otto Diels | Carl Neuberg,2432 | 6657,Heinrich Otto Wieland,10166,https://www.nobelprize.org/nomination/archive/show.php?id=2737&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,3073,Otto Diels | Paul Karrer | Heinrich Otto Wieland,2432 | 4719 | 10166,Hans Fischer,3026,https://www.nobelprize.org/nomination/archive/show.php?id=3073&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,3396,Paul Karrer | Otto Diels | Fritz Kögl,4719 | 2432 | 5118,Karl Bauer,755,https://www.nobelprize.org/nomination/archive/show.php?id=3396&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,3758,Fritz Kögl | Otto Diels,5118 | 2432,Berthold Rassow,7575,https://www.nobelprize.org/nomination/archive/show.php?id=3758&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,4077,Kasimir Fajans,2903,Mieczyslaw Centnerszwer,1687,https://www.nobelprize.org/nomination/archive/show.php?id=4077&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,4421,Victor Goldschmidt | Gilbert Lewis,3520 | 5441,Fritz Haber,3758,https://www.nobelprize.org/nomination/archive/show.php?id=4421&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,4760,Peter Klason | Erik Hägglund,4881 | 4420,Taavi Hirn,4201,https://www.nobelprize.org/nomination/archive/show.php?id=4760&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,5074,Otto Hahn | Lise Meitner,3787 | 6097,Max Planck,7283,https://www.nobelprize.org/nomination/archive/show.php?id=5074&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,5394,Walter Noddack | Otto Hahn,6732 | 3787,Walther Nernst,6650,https://www.nobelprize.org/nomination/archive/show.php?id=5394&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,5732,Walter Norman Haworth,3957,Thomas Lowry,5666,https://www.nobelprize.org/nomination/archive/show.php?id=5732&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,6026,Walter Norman Haworth,3957,William Pope,7351,https://www.nobelprize.org/nomination/archive/show.php?id=6026&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,6369,George de Hevesy,2235,Arthur Hantzsch,3878,https://www.nobelprize.org/nomination/archive/show.php?id=6369&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,6695,Otto Ruff | Fritz Kögl | Jaroslav Heyrovský,7958 | 5118 | 4154,Wilhelm Böttger,1517,https://www.nobelprize.org/nomination/archive/show.php?id=6695&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,7000,Paul Karrer,4719,Oscar Lutz,5714,https://www.nobelprize.org/nomination/archive/show.php?id=7000&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,7269,Paul Karrer,4719,Leopold Ruzicka,7994,https://www.nobelprize.org/nomination/archive/show.php?id=7269&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,7512,Paul Karrer,4719,Georg Wiegner,10161,https://www.nobelprize.org/nomination/archive/show.php?id=7512&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,7747,Otto Ruff | Fritz Kögl,7958 | 5118,Paul Pfeiffer,7199,https://www.nobelprize.org/nomination/archive/show.php?id=7747&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,8036,Henry Le Châtelier,5302,Louis Hackspill,3763,https://www.nobelprize.org/nomination/archive/show.php?id=8036&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,8269,Gilbert Lewis,5441,William Campbell,1568,https://www.nobelprize.org/nomination/archive/show.php?id=8269&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,8503,Gilbert Lewis,5441,Wilhelm Palmaer,6960,https://www.nobelprize.org/nomination/archive/show.php?id=8503&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,8786,Louis Maillard,5819,René Maire,5822,https://www.nobelprize.org/nomination/archive/show.php?id=8786&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,8970,Carl Neuberg,6657,Emil Baur,765,https://www.nobelprize.org/nomination/archive/show.php?id=8970&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,9127,Walter Noddack,6732,Adolf Deissmann,2331,https://www.nobelprize.org/nomination/archive/show.php?id=9127&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,9305,Sören Sörensen,8972,Jens Christiansen,1790,https://www.nobelprize.org/nomination/archive/show.php?id=9305&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,9487,Sören Sörensen,8972,August Krogh,5058,https://www.nobelprize.org/nomination/archive/show.php?id=9487&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,9622,Sören Sörensen,8972,Thorvald Madsen,5799,https://www.nobelprize.org/nomination/archive/show.php?id=9622&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,9779,Artturi Virtanen | Sören Sörensen,9668 | 8972,Oskari Routola,7924,https://www.nobelprize.org/nomination/archive/show.php?id=9779&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,9913,Artturi Virtanen | Sören Sörensen,9668 | 8972,Niilo Toivonen,9296,https://www.nobelprize.org/nomination/archive/show.php?id=9913&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,10042,Hermann Staudinger,8746,Hans Fierz-David,2988,https://www.nobelprize.org/nomination/archive/show.php?id=10042&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,10158,Georges Urbain,9458,Victor Grignard,3649,https://www.nobelprize.org/nomination/archive/show.php?id=10158&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,10275,Harold Clayton Urey | Edward Washburn,9461 | 9999,Theodor Svedberg,8915,https://www.nobelprize.org/nomination/archive/show.php?id=10275&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,10374,Paul Walden,9940,Carl Blacher,1055,https://www.nobelprize.org/nomination/archive/show.php?id=10374&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1934,chemistry,10478,Paul Walden,9940,Waldemar Fischer,3034,https://www.nobelprize.org/nomination/archive/show.php?id=10478&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=2&year=1934
1933,physics,32,Percy Bridgman,1336,Emory Chaffee,1700,https://www.nobelprize.org/nomination/archive/show.php?id=32&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,484,Percy Bridgman,1336,Edwin Hall,3804,https://www.nobelprize.org/nomination/archive/show.php?id=484&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,879,Percy Bridgman,1336,George Harrison,3911,https://www.nobelprize.org/nomination/archive/show.php?id=879&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,1260,Percy Bridgman,1336,Edwin Kemble,4781,https://www.nobelprize.org/nomination/archive/show.php?id=1260&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,1637,Percy Bridgman,1336,Theodore Lyman,5721,https://www.nobelprize.org/nomination/archive/show.php?id=1637&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,2014,Percy Bridgman,1336,Hantaro Nagaoka,6592,https://www.nobelprize.org/nomination/archive/show.php?id=2014&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,2353,Percy Bridgman,1336,Otto Oldenberg,6848,https://www.nobelprize.org/nomination/archive/show.php?id=2353&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,2686,Percy Bridgman,1336,George Pierce,7236,https://www.nobelprize.org/nomination/archive/show.php?id=2686&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,3022,Percy Bridgman,1336,Frederick Saunders,8115,https://www.nobelprize.org/nomination/archive/show.php?id=3022&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,3346,Percy Bridgman,1336,John Clark Slater,8589,https://www.nobelprize.org/nomination/archive/show.php?id=3346&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,3708,Percy Bridgman,1336,Manuel Vallarta,9501,https://www.nobelprize.org/nomination/archive/show.php?id=3708&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,4027,Aimé Cotton,1989,Charles Guillaume,3710,https://www.nobelprize.org/nomination/archive/show.php?id=4027&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,4371,Clinton Davisson,2170,William Duane,2556,https://www.nobelprize.org/nomination/archive/show.php?id=4371&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,4711,Clinton Davisson,2170,Henry Osborn,6901,https://www.nobelprize.org/nomination/archive/show.php?id=4711&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,5025,Clinton Davisson | Lester Halbert Germer | Erwin Schrödinger,2170 | 3400 | 8240,Prince Louis-Victor de Broglie,2200,https://www.nobelprize.org/nomination/archive/show.php?id=5025&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,5346,Clinton Davisson | George Paget Thomson | Erwin Schrödinger,2170 | 9242 | 8240,Maurice de Broglie,2198,https://www.nobelprize.org/nomination/archive/show.php?id=5346&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,5686,Petrus Debye,2325,Karl Landsteiner,5205,https://www.nobelprize.org/nomination/archive/show.php?id=5686&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6216,Werner Karl Heisenberg | Erwin Schrödinger,4018 | 8240,James Franck,3167,https://www.nobelprize.org/nomination/archive/show.php?id=6216&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6194,Robert Wood | Petrus Debye,10300 | 2325,James Franck,3167,https://www.nobelprize.org/nomination/archive/show.php?id=6194&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6134,Otto Stern | Friedrich Paschen | Arnold Sommerfeld,8779 | 7011 | 8661,James Franck,3167,https://www.nobelprize.org/nomination/archive/show.php?id=6134&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6326,Werner Karl Heisenberg | Erwin Schrödinger | Paul Adrien Maurice Dirac,4018 | 8240 | 2447,William Lawrence Bragg,11051,https://www.nobelprize.org/nomination/archive/show.php?id=6326&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6858,Paul Adrien Maurice Dirac | Werner Karl Heisenberg | Erwin Schrödinger,2447 | 4018 | 8240,Czeslaw Bialobrzeski,987,https://www.nobelprize.org/nomination/archive/show.php?id=6858&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6796,Paul Langevin | Robert Wood,5223 | 10300,Czeslaw Bialobrzeski,987,https://www.nobelprize.org/nomination/archive/show.php?id=6796&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,6961,Arthur Eddington,2680,Joseph Petavel,7150,https://www.nobelprize.org/nomination/archive/show.php?id=6961&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,7230,Werner Karl Heisenberg,4018,Orso Corbino,1947,https://www.nobelprize.org/nomination/archive/show.php?id=7230&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,7475,Werner Karl Heisenberg,4018,Enrico Fermi,2955,https://www.nobelprize.org/nomination/archive/show.php?id=7475&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,7713,Werner Karl Heisenberg | Erwin Schrödinger,4018 | 8240,Niels Bohr,1118,https://www.nobelprize.org/nomination/archive/show.php?id=7713&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,8002,Werner Karl Heisenberg | Erwin Schrödinger,4018 | 8240,Paul Drumaux,2550,https://www.nobelprize.org/nomination/archive/show.php?id=8002&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,8238,Werner Karl Heisenberg | Erwin Schrödinger,4018 | 8240,David Enskog,2802,https://www.nobelprize.org/nomination/archive/show.php?id=8238&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,8471,Werner Karl Heisenberg | Wolfgang Pauli | Erwin Schrödinger,4018 | 7042 | 8240,Carl Oseen,6906,https://www.nobelprize.org/nomination/archive/show.php?id=8471&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,8755,Arnold Sommerfeld | Werner Karl Heisenberg,8661 | 4018,George Joos,4630,https://www.nobelprize.org/nomination/archive/show.php?id=8755&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,8942,Victor Hess,4127,Ivan Plotnikov,7295,https://www.nobelprize.org/nomination/archive/show.php?id=8942&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,9105,David Hilbert,4165,Torsten Carleman,1599,https://www.nobelprize.org/nomination/archive/show.php?id=9105&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,9283,David Hilbert,4165,Jacques Hadamard,3765,https://www.nobelprize.org/nomination/archive/show.php?id=9283&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,9467,Paul Langevin | Pierre Weiss,5223 | 10065,Charles Nicolle,6686,https://www.nobelprize.org/nomination/archive/show.php?id=9467&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,9603,Irving Langmuir,5229,Karl Compton,1919,https://www.nobelprize.org/nomination/archive/show.php?id=9603&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,9761,Guglielmo Marconi,5901,Antonio Lo Surdo,5552,https://www.nobelprize.org/nomination/archive/show.php?id=9761&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,9897,Friedrich Paschen | Arnold Sommerfeld,7011 | 8661,Emil Baur,765,https://www.nobelprize.org/nomination/archive/show.php?id=9897&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10027,Friedrich Paschen | Arnold Sommerfeld,7011 | 8661,Max von Laue,9807,https://www.nobelprize.org/nomination/archive/show.php?id=10027&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10143,Friedrich Paschen | Arnold Sommerfeld,7011 | 8661,Max Planck,7283,https://www.nobelprize.org/nomination/archive/show.php?id=10143&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10261,Auguste Piccard,7223,Franz Cumont,2045,https://www.nobelprize.org/nomination/archive/show.php?id=10261&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10362,Ernest Lord Rutherford,5627,Johannes Stark,8735,https://www.nobelprize.org/nomination/archive/show.php?id=10362&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10470,Erwin Schrödinger,8240,Albert Einstein,2728,https://www.nobelprize.org/nomination/archive/show.php?id=10470&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10554,Arnold Sommerfeld | Erwin Schrödinger,8661 | 8240,Ludwig Plate,7285,https://www.nobelprize.org/nomination/archive/show.php?id=10554&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10641,Arnold Sommerfeld,8661,Max Wien,10168,https://www.nobelprize.org/nomination/archive/show.php?id=10641&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10720,Arnold Sommerfeld,8661,Richard Willstätter,10210,https://www.nobelprize.org/nomination/archive/show.php?id=10720&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10798,Otto Stern,8779,Richard Wachsmuth,9916,https://www.nobelprize.org/nomination/archive/show.php?id=10798&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,physics,10882,René Thiry,9222,O Colard,1874,https://www.nobelprize.org/nomination/archive/show.php?id=10882&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=1&year=1933
1933,peace,307,Don Alfonso de Borbón y Habsburgo,2194,Albert de la Pradelle,2247,https://www.nobelprize.org/nomination/archive/show.php?id=307&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,250,Don Alfonso de Borbón y Habsburgo,2194,José de Yanguas Messia,6210,https://www.nobelprize.org/nomination/archive/show.php?id=250&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,703,Rafael Altamira y Crevea,390,Michel Lhéritier,5452,https://www.nobelprize.org/nomination/archive/show.php?id=703&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1148,Alejandro Alvarez,393,Members of the Court of International Justice,6133,https://www.nobelprize.org/nomination/archive/show.php?id=1148&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1094,Alejandro Alvarez,393,Karl Strupp,8849,https://www.nobelprize.org/nomination/archive/show.php?id=1094&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1593,Ralph Norman Angell Lane,449,William Zebina Ripley,7747,https://www.nobelprize.org/nomination/archive/show.php?id=1593&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1588,Ralph Norman Angell Lane,449,Frederick Seymour Cocks,1858,https://www.nobelprize.org/nomination/archive/show.php?id=1588&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1583,Ralph Norman Angell Lane,449,Lord Snowden,5631,https://www.nobelprize.org/nomination/archive/show.php?id=1583&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1578,Ralph Norman Angell Lane,449,Fannie Fern Andrews,438,https://www.nobelprize.org/nomination/archive/show.php?id=1578&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1573,Ralph Norman Angell Lane,449,Jane Addams,311,https://www.nobelprize.org/nomination/archive/show.php?id=1573&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1567,Ralph Norman Angell Lane,449,Carl Heinrich Becker,796,https://www.nobelprize.org/nomination/archive/show.php?id=1567&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1553,Ralph Norman Angell Lane,449,John Mez,6251,https://www.nobelprize.org/nomination/archive/show.php?id=1553&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1531,Ralph Norman Angell Lane,449,Manley Ottmer Hudson,4346,https://www.nobelprize.org/nomination/archive/show.php?id=1531&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1480,Ralph Norman Angell Lane,449,Arthur Henderson,4043,https://www.nobelprize.org/nomination/archive/show.php?id=1480&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,1856,Prince Arfa Mirza Rhiza Khan,6319,Ferdinand Kogler,4954,https://www.nobelprize.org/nomination/archive/show.php?id=1856&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,2280,Robert Stephenson Smyth Baden-Powell,614,R Wilbur,10188,https://www.nobelprize.org/nomination/archive/show.php?id=2280&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,2236,Robert Stephenson Smyth Baden-Powell,614,Joseph Austen Chamberlain,1716,https://www.nobelprize.org/nomination/archive/show.php?id=2236&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,2571,Victor Basch,732,Hellmut von Gerlach,9762,https://www.nobelprize.org/nomination/archive/show.php?id=2571&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,2905,Arthur Charles Frederick Beales,783,Fossey John Cobb Hearnshaw,3969,https://www.nobelprize.org/nomination/archive/show.php?id=2905&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,3237,Michael Blümelhuber,1094,Hans Witzany | Alfred Verdross-Drossberg | Othmar Spann,10273 | 9600 | 11336,https://www.nobelprize.org/nomination/archive/show.php?id=3237&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,3562,Georg Bonne,1155,Muntau | Zelle,6516 | 11337,https://www.nobelprize.org/nomination/archive/show.php?id=3562&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,3925,Étienne Clémentel,1840,Ettore Conti,1928,https://www.nobelprize.org/nomination/archive/show.php?id=3925&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4244,Mariano Hilario Cornejo,1958,Henrik Ameln,404,https://www.nobelprize.org/nomination/archive/show.php?id=4244&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4652,Count Richard Nicolas Coudenhove-Kalergi,1991,Carl Heinrich Becker,796,https://www.nobelprize.org/nomination/archive/show.php?id=4652&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4642,Count Richard Nicolas Coudenhove-Kalergi,1991,Löbe,5730,https://www.nobelprize.org/nomination/archive/show.php?id=4642&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4627,Count Richard Nicolas Coudenhove-Kalergi,1991,Clemens Lammers,5188,https://www.nobelprize.org/nomination/archive/show.php?id=4627&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4588,Count Richard Nicolas Coudenhove-Kalergi,1991,Erich Koch-Weser,4942,https://www.nobelprize.org/nomination/archive/show.php?id=4588&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4957,Adolf Damaschke,2121,Johann Giesberth,3430,https://www.nobelprize.org/nomination/archive/show.php?id=4957&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,4918,Adolf Damaschke,2121,W Burckhardt,1455,https://www.nobelprize.org/nomination/archive/show.php?id=4918&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,5233,I Davidson,2155,J Desgranges,2389,https://www.nobelprize.org/nomination/archive/show.php?id=5233&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,5551,Marguerite-Antoinette Hèraclius (Princess Djabadary),7419,Charles Dupuis,2608,https://www.nobelprize.org/nomination/archive/show.php?id=5551&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,5923,Reinhard Dohrn,2481,Ernst Trygger,9374,https://www.nobelprize.org/nomination/archive/show.php?id=5923&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,5889,Reinhard Dohrn,2481,K Andersson,430,https://www.nobelprize.org/nomination/archive/show.php?id=5889&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,6177,Karl Drexel,2538,Engelbert Dollfuss | R Ranek | Oswald Redlich | Alfred Verdross-Drossberg,2490 | 7557 | 7607 | 9600,https://www.nobelprize.org/nomination/archive/show.php?id=6177&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,6520,Rafael Waldemar Erich | Gustaf Roos,2816 | 7853,K Westman | T Gardell,10116 | 11339,https://www.nobelprize.org/nomination/archive/show.php?id=6520&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,6840,Hellmut von Gerlach,9762,Victor Basch,732,https://www.nobelprize.org/nomination/archive/show.php?id=6840&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,7132,Efisio Giglio-Tos,3434,Roberto Biscaretti di Ruffia,1039,https://www.nobelprize.org/nomination/archive/show.php?id=7132&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,7397,Gerrit Jan Heering,3988,Johannes Bernardus Theodorus Hugenholtz,4352,https://www.nobelprize.org/nomination/archive/show.php?id=7397&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,7632,Arthur Henderson,4043,Augusta Rosenberg,7870,https://www.nobelprize.org/nomination/archive/show.php?id=7632&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,7871,Édouard Herriot,4097,Paul von Schoenaich (Baron),9855,https://www.nobelprize.org/nomination/archive/show.php?id=7871&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,8151,Herbert Clark Hoover,4300,R Wilbur,10188,https://www.nobelprize.org/nomination/archive/show.php?id=8151&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,8378,Max Huber,4339,Arnold Ræstad,8002,https://www.nobelprize.org/nomination/archive/show.php?id=8378&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
1933,peace,8609,Manley Ottmer Hudson,4346,Professors of Law at Cornell University,,https://www.nobelprize.org/nomination/archive/show.php?id=8609&mode=,https://www.nobelprize.org/nomination/archive/list.php?prize=5&year=1933
